date,d,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2013-01-28,d_731,2013_05,Monday,1,1,2013,,,,,0,0,0
2013-01-29,d_732,2013_05,Tuesday,2,1,2013,,,,,0,0,0
2013-01-30,d_733,2013_05,Wednesday,3,1,2013,,,,,0,0,0
2013-01-31,d_734,2013_05,Thursday,4,1,2013,,,,,0,0,0
2013-02-01,d_735,2013_05,Friday,5,2,2013,,,,,0,0,0
2013-02-02,d_736,2013_05,Saturday,6,2,2013,,,,,0,0,0
2013-02-03,d_737,2013_05,Sunday,7,2,2013,,,,,0,0,0
2013-02-04,d_738,2013_06,Monday,1,2,2013,,,,,0,0,0
2013-02-05,d_739,2013_06,Tuesday,2,2,2013,,,,,0,0,0
2013-02-06,d_740,2013_06,Wednesday,3,2,2013,,,,,0,0,0
2013-02-07,d_741,2013_06,Thursday,4,2,2013,,,,,0,0,0
2013-02-08,d_742,2013_06,Friday,5,2,2013,,,,,0,0,0
2013-02-09,d_743,2013_06,Saturday,6,2,2013,,,,,0,0,0
2013-02-10,d_744,2013_06,Sunday,7,2,2013,,,,,0,0,0
2013-02-11,d_745,2013_07,Monday,1,2,2013,,,,,0,0,0
2013-02-12,d_746,2013_07,Tuesday,2,2,2013,,,,,0,0,0
2013-02-13,d_747,2013_07,Wednesday,3,2,2013,,,,,0,0,0
2013-02-14,d_748,2013_07,Thursday,4,2,2013,,,,,0,0,0
2013-02-15,d_749,2013_07,Friday,5,2,2013,,,,,0,0,0
2013-02-16,d_750,2013_07,Saturday,6,2,2013,,,,,0,0,0
2013-02-17,d_751,2013_07,Sunday,7,2,2013,,,,,0,0,0
2013-02-18,d_752,2013_08,Monday,1,2,2013,,,,,0,0,0
2013-02-19,d_753,2013_08,Tuesday,2,2,2013,,,,,0,0,0
2013-02-20,d_754,2013_08,Wednesday,3,2,2013,,,,,0,0,0
2013-02-21,d_755,2013_08,Thursday,4,2,2013,,,,,0,0,0
2013-02-22,d_756,2013_08,Friday,5,2,2013,,,,,0,0,0
2013-02-23,d_757,2013_08,Saturday,6,2,2013,,,,,0,0,0
2013-02-24,d_758,2013_08,Sunday,7,2,2013,,,,,0,0,0
2013-02-25,d_759,2013_09,Monday,1,2,2013,,,,,0,0,0
2013-02-26,d_760,2013_09,Tuesday,2,2,2013,,,,,0,0,0
2013-02-27,d_761,2013_09,Wednesday,3,2,2013,,,,,0,0,0
2013-02-28,d_762,2013_09,Thursday,4,2,2013,,,,,0,0,0
2013-03-01,d_763,2013_09,Friday,5,3,2013,,,,,0,0,0
2013-03-02,d_764,2013_09,Saturday,6,3,2013,,,,,0,0,0
2013-03-03,d_765,2013_09,Sunday,7,3,2013,,,,,0,0,0
2013-03-04,d_766,2013_10,Monday,1,3,2013,,,,,0,0,0
2013-03-05,d_767,2013_10,Tuesday,2,3,2013,,,,,0,0,0
2013-03-06,d_768,2013_10,Wednesday,3,3,2013,,,,,0,0,0
2013-03-07,d_769,2013_10,Thursday,4,3,2013,,,,,0,0,0
2013-03-08,d_770,2013_10,Friday,5,3,2013,,,,,0,0,0
2013-03-09,d_771,2013_10,Saturday,6,3,2013,,,,,0,0,0
2013-03-10,d_772,2013_10,Sunday,7,3,2013,,,,,0,0,0
2013-03-11,d_773,2013_11,Monday,1,3,2013,,,,,0,0,0
2013-03-12,d_774,2013_11,Tuesday,2,3,2013,,,,,0,0,0
2013-03-13,d_775,2013_11,Wednesday,3,3,2013,,,,,0,0,0
2013-03-14,d_776,2013_11,Thursday,4,3,2013,,,,,0,0,0
2013-03-15,d_777,2013_11,Friday,5,3,2013,,,,,0,0,0
2013-03-16,d_778,2013_11,Saturday,6,3,2013,,,,,0,0,0
2013-03-17,d_779,2013_11,Sunday,7,3,2013,,,,,0,0,0
2013-03-18,d_780,2013_12,Monday,1,3,2013,,,,,0,0,0
2013-03-19,d_781,2013_12,Tuesday,2,3,2013,,,,,0,0,0
2013-03-20,d_782,2013_12,Wednesday,3,3,2013,,,,,0,0,0
2013-03-21,d_783,2013_12,Thursday,4,3,2013,,,,,0,0,0
2013-03-22,d_784,2013_12,Friday,5,3,2013,,,,,0,0,0
2013-03-23,d_785,2013_12,Saturday,6,3,2013,,,,,0,0,0
2013-03-24,d_786,2013_12,Sunday,7,3,2013,,,,,0,0,0
2013-03-25,d_787,2013_13,Monday,1,3,2013,,,,,0,0,0
2013-03-26,d_788,2013_13,Tuesday,2,3,2013,,,,,0,0,0
2013-03-27,d_789,2013_13,Wednesday,3,3,2013,,,,,0,0,0
2013-03-28,d_790,2013_13,Thursday,4,3,2013,,,,,0,0,0
2013-03-29,d_791,2013_13,Friday,5,3,2013,,,,,0,0,0
2013-03-30,d_792,2013_13,Saturday,6,3,2013,,,,,0,0,0
2013-03-31,d_793,2013_13,Sunday,7,3,2013,,,,,0,0,0
2013-04-01,d_794,2013_14,Monday,1,4,2013,,,,,0,0,0
2013-04-02,d_795,2013_14,Tuesday,2,4,2013,,,,,0,0,0
2013-04-03,d_796,2013_14,Wednesday,3,4,2013,,,,,0,0,0
2013-04-04,d_797,2013_14,Thursday,4,4,2013,,,,,0,0,0
2013-04-05,d_798,2013_14,Friday,5,4,2013,,,,,0,0,0
2013-04-06,d_799,2013_14,Saturday,6,4,2013,,,,,0,0,0
2013-04-07,d_800,2013_14,Sunday,7,4,2013,,,,,0,0,0
2013-04-08,d_801,2013_15,Monday,1,4,2013,,,,,0,0,0
2013-04-09,d_802,2013_15,Tuesday,2,4,2013,,,,,0,0,0
2013-04-10,d_803,2013_15,Wednesday,3,4,2013,,,,,0,0,0
2013-04-11,d_804,2013_15,Thursday,4,4,2013,,,,,0,0,0
2013-04-12,d_805,2013_15,Friday,5,4,2013,,,,,0,0,0
2013-04-13,d_806,2013_15,Saturday,6,4,2013,,,,,0,0,0
2013-04-14,d_807,2013_15,Sunday,7,4,2013,,,,,0,0,0
2013-04-15,d_808,2013_16,Monday,1,4,2013,,,,,0,0,0
2013-04-16,d_809,2013_16,Tuesday,2,4,2013,,,,,0,0,0
2013-04-17,d_810,2013_16,Wednesday,3,4,2013,,,,,0,0,0
2013-04-18,d_811,2013_16,Thursday,4,4,2013,,,,,0,0,0
2013-04-19,d_812,2013_16,Friday,5,4,2013,,,,,0,0,0
2013-04-20,d_813,2013_16,Saturday,6,4,2013,,,,,0,0,0
2013-04-21,d_814,2013_16,Sunday,7,4,2013,,,,,0,0,0
2013-04-22,d_815,2013_17,Monday,1,4,2013,,,,,0,0,0
2013-04-23,d_816,2013_17,Tuesday,2,4,2013,,,,,0,0,0
2013-04-24,d_817,2013_17,Wednesday,3,4,2013,,,,,0,0,0
2013-04-25,d_818,2013_17,Thursday,4,4,2013,,,,,0,0,0
2013-04-26,d_819,2013_17,Friday,5,4,2013,,,,,0,0,0
2013-04-27,d_820,2013_17,Saturday,6,4,2013,,,,,0,0,0
2013-04-28,d_821,2013_17,Sunday,7,4,2013,,,,,0,0,0
2013-04-29,d_822,2013_18,Monday,1,4,2013,,,,,0,0,0
2013-04-30,d_823,2013_18,Tuesday,2,4,2013,,,,,0,0,0
2013-05-01,d_824,2013_18,Wednesday,3,5,2013,,,,,0,0,0
2013-05-02,d_825,2013_18,Thursday,4,5,2013,,,,,0,0,0
2013-05-03,d_826,2013_18,Friday,5,5,2013,,,,,0,0,0
2013-05-04,d_827,2013_18,Saturday,6,5,2013,,,,,0,0,0
2013-05-05,d_828,2013_18,Sunday,7,5,2013,,,,,0,0,0
2013-05-06,d_829,2013_19,Monday,1,5,2013,,,,,0,0,0
2013-05-07,d_830,2013_19,Tuesday,2,5,2013,,,,,0,0,0
2013-05-08,d_831,2013_19,Wednesday,3,5,2013,,,,,0,0,0
2013-05-09,d_832,2013_19,Thursday,4,5,2013,,,,,0,0,0
2013-05-10,d_833,2013_19,Friday,5,5,2013,,,,,0,0,0
2013-05-11,d_834,2013_19,Saturday,6,5,2013,,,,,0,0,0
2013-05-12,d_835,2013_19,Sunday,7,5,2013,,,,,0,0,0
2013-05-13,d_836,2013_20,Monday,1,5,2013,,,,,0,0,0
2013-05-14,d_837,2013_20,Tuesday,2,5,2013,,,,,0,0,0
2013-05-15,d_838,2013_20,Wednesday,3,5,2013,,,,,0,0,0
2013-05-16,d_839,2013_20,Thursday,4,5,2013,,,,,0,0,0
2013-05-17,d_840,2013_20,Friday,5,5,2013,,,,,0,0,0
2013-05-18,d_841,2013_20,Saturday,6,5,2013,,,,,0,0,0
2013-05-19,d_842,2013_20,Sunday,7,5,2013,,,,,0,0,0
2013-05-20,d_843,2013_21,Monday,1,5,2013,,,,,0,0,0
2013-05-21,d_844,2013_21,Tuesday,2,5,2013,,,,,0,0,0
2013-05-22,d_845,2013_21,Wednesday,3,5,2013,,,,,0,0,0
2013-05-23,d_846,2013_21,Thursday,4,5,2013,,,,,0,0,0
2013-05-24,d_847,2013_21,Friday,5,5,2013,,,,,0,0,0
2013-05-25,d_848,2013_21,Saturday,6,5,2013,,,,,0,0,0
2013-05-26,d_849,2013_21,Sunday,7,5,2013,,,,,0,0,0
2013-05-27,d_850,2013_22,Monday,1,5,2013,,,,,0,0,0
2013-05-28,d_851,2013_22,Tuesday,2,5,2013,,,,,0,0,0
2013-05-29,d_852,2013_22,Wednesday,3,5,2013,,,,,0,0,0
2013-05-30,d_853,2013_22,Thursday,4,5,2013,,,,,0,0,0
2013-05-31,d_854,2013_22,Friday,5,5,2013,,,,,0,0,0
2013-06-01,d_855,2013_22,Saturday,6,6,2013,,,,,0,0,0
2013-06-02,d_856,2013_22,Sunday,7,6,2013,,,,,0,0,0
2013-06-03,d_857,2013_23,Monday,1,6,2013,,,,,0,0,0
2013-06-04,d_858,2013_23,Tuesday,2,6,2013,,,,,0,0,0
2013-06-05,d_859,2013_23,Wednesday,3,6,2013,,,,,0,0,0
2013-06-06,d_860,2013_23,Thursday,4,6,2013,,,,,0,0,0
2013-06-07,d_861,2013_23,Friday,5,6,2013,,,,,0,0,0
2013-06-08,d_862,2013_23,Saturday,6,6,2013,,,,,0,0,0
2013-06-09,d_863,2013_23,Sunday,7,6,2013,,,,,0,0,0
2013-06-10,d_864,2013_24,Monday,1,6,2013,,,,,0,0,0
2013-06-11,d_865,2013_24,Tuesday,2,6,2013,,,,,0,0,0
2013-06-12,d_866,2013_24,Wednesday,3,6,2013,,,,,0,0,0
2013-06-13,d_867,2013_24,Thursday,4,6,2013,,,,,0,0,0
2013-06-14,d_868,2013_24,Friday,5,6,2013,,,,,0,0,0
2013-06-15,d_869,2013_24,Saturday,6,6,2013,,,,,0,0,0
2013-06-16,d_870,2013_24,Sunday,7,6,2013,,,,,0,0,0
2013-06-17,d_871,2013_25,Monday,1,6,2013,,,,,0,0,0
2013-06-18,d_872,2013_25,Tuesday,2,6,2013,,,,,0,0,0
2013-06-19,d_873,2013_25,Wednesday,3,6,2013,,,,,0,0,0
2013-06-20,d_874,2013_25,Thursday,4,6,2013,,,,,0,0,0
2013-06-21,d_875,2013_25,Friday,5,6,2013,,,,,0,0,0
2013-06-22,d_876,2013_25,Saturday,6,6,2013,,,,,0,0,0
2013-06-23,d_877,2013_25,Sunday,7,6,2013,,,,,0,0,0
2013-06-24,d_878,2013_26,Monday,1,6,2013,,,,,0,0,0
2013-06-25,d_879,2013_26,Tuesday,2,6,2013,,,,,0,0,0
2013-06-26,d_880,2013_26,Wednesday,3,6,2013,,,,,0,0,0
2013-06-27,d_881,2013_26,Thursday,4,6,2013,,,,,0,0,0
2013-06-28,d_882,2013_26,Friday,5,6,2013,,,,,0,0,0
2013-06-29,d_883,2013_26,Saturday,6,6,2013,,,,,0,0,0
2013-06-30,d_884,2013_26,Sunday,7,6,2013,,,,,0,0,0
2013-07-01,d_885,2013_27,Monday,1,7,2013,,,,,0,0,0
2013-07-02,d_886,2013_27,Tuesday,2,7,2013,,,,,0,0,0
2013-07-03,d_887,2013_27,Wednesday,3,7,2013,,,,,0,0,0
2013-07-04,d_888,2013_27,Thursday,4,7,2013,,,,,0,0,0
2013-07-05,d_889,2013_27,Friday,5,7,2013,,,,,0,0,0
2013-07-06,d_890,2013_27,Saturday,6,7,2013,,,,,0,0,0
2013-07-07,d_891,2013_27,Sunday,7,7,2013,,,,,0,0,0
2013-07-08,d_892,2013_28,Monday,1,7,2013,,,,,0,0,0
2013-07-09,d_893,2013_28,Tuesday,2,7,2013,,,,,0,0,0
2013-07-10,d_894,2013_28,Wednesday,3,7,2013,,,,,0,0,0
2013-07-11,d_895,2013_28,Thursday,4,7,2013,,,,,0,0,0
2013-07-12,d_896,2013_28,Friday,5,7,2013,,,,,0,0,0
2013-07-13,d_897,2013_28,Saturday,6,7,2013,,,,,0,0,0
2013-07-14,d_898,2013_28,Sunday,7,7,2013,,,,,0,0,0
2013-07-15,d_899,2013_29,Monday,1,7,2013,,,,,0,0,0
2013-07-16,d_900,2013_29,Tuesday,2,7,2013,,,,,0,0,0
2013-07-17,d_901,2013_29,Wednesday,3,7,2013,,,,,0,0,0
2013-07-18,d_902,2013_29,Thursday,4,7,2013,,,,,0,0,0
2013-07-19,d_903,2013_29,Friday,5,7,2013,,,,,0,0,0
2013-07-20,d_904,2013_29,Saturday,6,7,2013,,,,,0,0,0
2013-07-21,d_905,2013_29,Sunday,7,7,2013,,,,,0,0,0
2013-07-22,d_906,2013_30,Monday,1,7,2013,,,,,0,0,0
2013-07-23,d_907,2013_30,Tuesday,2,7,2013,,,,,0,0,0
2013-07-24,d_908,2013_30,Wednesday,3,7,2013,,,,,0,0,0
2013-07-25,d_909,2013_30,Thursday,4,7,2013,,,,,0,0,0
2013-07-26,d_910,2013_30,Friday,5,7,2013,,,,,0,0,0
2013-07-27,d_911,2013_30,Saturday,6,7,2013,,,,,0,0,0
2013-07-28,d_912,2013_30,Sunday,7,7,2013,,,,,0,0,0
2013-07-29,d_913,2013_31,Monday,1,7,2013,,,,,0,0,0
2013-07-30,d_914,2013_31,Tuesday,2,7,2013,,,,,0,0,0
2013-07-31,d_915,2013_31,Wednesday,3,7,2013,,,,,0,0,0
2013-08-01,d_916,2013_31,Thursday,4,8,2013,,,,,0,0,0
2013-08-02,d_917,2013_31,Friday,5,8,2013,,,,,0,0,0
2013-08-03,d_918,2013_31,Saturday,6,8,2013,,,,,0,0,0
2013-08-04,d_919,2013_31,Sunday,7,8,2013,,,,,0,0,0
2013-08-05,d_920,2013_32,Monday,1,8,2013,,,,,0,0,0
2013-08-06,d_921,2013_32,Tuesday,2,8,2013,,,,,0,0,0
2013-08-07,d_922,2013_32,Wednesday,3,8,2013,,,,,0,0,0
2013-08-08,d_923,2013_32,Thursday,4,8,2013,,,,,0,0,0
2013-08-09,d_924,2013_32,Friday,5,8,2013,,,,,0,0,0
2013-08-10,d_925,2013_32,Saturday,6,8,2013,,,,,0,0,0
2013-08-11,d_926,2013_32,Sunday,7,8,2013,,,,,0,0,0
2013-08-12,d_927,2013_33,Monday,1,8,2013,,,,,0,0,0
2013-08-13,d_928,2013_33,Tuesday,2,8,2013,,,,,0,0,0
2013-08-14,d_929,2013_33,Wednesday,3,8,2013,,,,,0,0,0
2013-08-15,d_930,2013_33,Thursday,4,8,2013,,,,,0,0,0
2013-08-16,d_931,2013_33,Friday,5,8,2013,,,,,0,0,0
2013-08-17,d_932,2013_33,Saturday,6,8,2013,,,,,0,0,0
2013-08-18,d_933,2013_33,Sunday,7,8,2013,,,,,0,0,0
2013-08-19,d_934,2013_34,Monday,1,8,2013,,,,,0,0,0
2013-08-20,d_935,2013_34,Tuesday,2,8,2013,,,,,0,0,0
2013-08-21,d_936,2013_34,Wednesday,3,8,2013,,,,,0,0,0
2013-08-22,d_937,2013_34,Thursday,4,8,2013,,,,,0,0,0
2013-08-23,d_938,2013_34,Friday,5,8,2013,,,,,0,0,0
2013-08-24,d_939,2013_34,Saturday,6,8,2013,,,,,0,0,0
2013-08-25,d_940,2013_34,Sunday,7,8,2013,,,,,0,0,0
2013-08-26,d_941,2013_35,Monday,1,8,2013,,,,,0,0,0
2013-08-27,d_942,2013_35,Tuesday,2,8,2013,,,,,0,0,0
2013-08-28,d_943,2013_35,Wednesday,3,8,2013,,,,,0,0,0
2013-08-29,d_944,2013_35,Thursday,4,8,2013,,,,,0,0,0
2013-08-30,d_945,2013_35,Friday,5,8,2013,,,,,0,0,0
2013-08-31,d_946,2013_35,Saturday,6,8,2013,,,,,0,0,0
2013-09-01,d_947,2013_35,Sunday,7,9,2013,,,,,0,0,0
2013-09-02,d_948,2013_36,Monday,1,9,2013,,,,,0,0,0
2013-09-03,d_949,2013_36,Tuesday,2,9,2013,,,,,0,0,0
2013-09-04,d_950,2013_36,Wednesday,3,9,2013,,,,,0,0,0
2013-09-05,d_951,2013_36,Thursday,4,9,2013,,,,,0,0,0
2013-09-06,d_952,2013_36,Friday,5,9,2013,,,,,0,0,0
2013-09-07,d_953,2013_36,Saturday,6,9,2013,,,,,0,0,0
2013-09-08,d_954,2013_36,Sunday,7,9,2013,,,,,0,0,0
2013-09-09,d_955,2013_37,Monday,1,9,2013,,,,,0,0,0
2013-09-10,d_956,2013_37,Tuesday,2,9,2013,,,,,0,0,0
2013-09-11,d_957,2013_37,Wednesday,3,9,2013,,,,,0,0,0
2013-09-12,d_958,2013_37,Thursday,4,9,2013,,,,,0,0,0
2013-09-13,d_959,2013_37,Friday,5,9,2013,,,,,0,0,0
2013-09-14,d_960,2013_37,Saturday,6,9,2013,,,,,0,0,0
2013-09-15,d_961,2013_37,Sunday,7,9,2013,,,,,0,0,0
2013-09-16,d_962,2013_38,Monday,1,9,2013,,,,,0,0,0
2013-09-17,d_963,2013_38,Tuesday,2,9,2013,,,,,0,0,0
2013-09-18,d_964,2013_38,Wednesday,3,9,2013,,,,,0,0,0
2013-09-19,d_965,2013_38,Thursday,4,9,2013,,,,,0,0,0
2013-09-20,d_966,2013_38,Friday,5,9,2013,,,,,0,0,0
2013-09-21,d_967,2013_38,Saturday,6,9,2013,,,,,0,0,0
2013-09-22,d_968,2013_38,Sunday,7,9,2013,,,,,0,0,0
2013-09-23,d_969,2013_39,Monday,1,9,2013,,,,,0,0,0
2013-09-24,d_970,2013_39,Tuesday,2,9,2013,,,,,0,0,0
2013-09-25,d_971,2013_39,Wednesday,3,9,2013,,,,,0,0,0
2013-09-26,d_972,2013_39,Thursday,4,9,2013,,,,,0,0,0
2013-09-27,d_973,2013_39,Friday,5,9,2013,,,,,0,0,0
2013-09-28,d_974,2013_39,Saturday,6,9,2013,,,,,0,0,0
2013-09-29,d_975,2013_39,Sunday,7,9,2013,,,,,0,0,0
2013-09-30,d_976,2013_40,Monday,1,9,2013,,,,,0,0,0
2013-10-01,d_977,2013_40,Tuesday,2,10,2013,,,,,0,0,0
2013-10-02,d_978,2013_40,Wednesday,3,10,2013,,,,,0,0,0
2013-10-03,d_979,2013_40,Thursday,4,10,2013,,,,,0,0,0
2013-10-04,d_980,2013_40,Friday,5,10,2013,,,,,0,0,0
2013-10-05,d_981,2013_40,Saturday,6,10,2013,,,,,0,0,0
2013-10-06,d_982,2013_40,Sunday,7,10,2013,,,,,0,0,0
2013-10-07,d_983,2013_41,Monday,1,10,2013,,,,,0,0,0
2013-10-08,d_984,2013_41,Tuesday,2,10,2013,,,,,0,0,0
2013-10-09,d_985,2013_41,Wednesday,3,10,2013,,,,,0,0,0
2013-10-10,d_986,2013_41,Thursday,4,10,2013,,,,,0,0,0
2013-10-11,d_987,2013_41,Friday,5,10,2013,,,,,0,0,0
2013-10-12,d_988,2013_41,Saturday,6,10,2013,,,,,0,0,0
2013-10-13,d_989,2013_41,Sunday,7,10,2013,,,,,0,0,0
2013-10-14,d_990,2013_42,Monday,1,10,2013,,,,,0,0,0
2013-10-15,d_991,2013_42,Tuesday,2,10,2013,,,,,0,0,0
2013-10-16,d_992,2013_42,Wednesday,3,10,2013,,,,,0,0,0
2013-10-17,d_993,2013_42,Thursday,4,10,2013,,,,,0,0,0
2013-10-18,d_994,2013_42,Friday,5,10,2013,,,,,0,0,0
2013-10-19,d_995,2013_42,Saturday,6,10,2013,,,,,0,0,0
2013-10-20,d_996,2013_42,Sunday,7,10,2013,,,,,0,0,0
2013-10-21,d_997,2013_43,Monday,1,10,2013,,,,,0,0,0
2013-10-22,d_998,2013_43,Tuesday,2,10,2013,,,,,0,0,0
2013-10-23,d_999,2013_43,Wednesday,3,10,2013,,,,,0,0,0
2013-10-24,d_1000,2013_43,Thursday,4,10,2013,,,,,0,0,0
2013-10-25,d_1001,2013_43,Friday,5,10,2013,,,,,0,0,0
2013-10-26,d_1002,2013_43,Saturday,6,10,2013,,,,,0,0,0
2013-10-27,d_1003,2013_43,Sunday,7,10,2013,,,,,0,0,0
2013-10-28,d_1004,2013_44,Monday,1,10,2013,,,,,0,0,0
2013-10-29,d_1005,2013_44,Tuesday,2,10,2013,,,,,0,0,0
2013-10-30,d_1006,2013_44,Wednesday,3,10,2013,,,,,0,0,0
2013-10-31,d_1007,2013_44,Thursday,4,10,2013,,,,,0,0,0
2013-11-01,d_1008,2013_44,Friday,5,11,2013,,,,,0,0,0
2013-11-02,d_1009,2013_44,Saturday,6,11,2013,,,,,0,0,0
2013-11-03,d_1010,2013_44,Sunday,7,11,2013,,,,,0,0,0
2013-11-04,d_1011,2013_45,Monday,1,11,2013,,,,,0,0,0
2013-11-05,d_1012,2013_45,Tuesday,2,11,2013,,,,,0,0,0
2013-11-06,d_1013,2013_45,Wednesday,3,11,2013,,,,,0,0,0
2013-11-07,d_1014,2013_45,Thursday,4,11,2013,,,,,0,0,0
2013-11-08,d_1015,2013_45,Friday,5,11,2013,,,,,0,0,0
2013-11-09,d_1016,2013_45,Saturday,6,11,2013,,,,,0,0,0
2013-11-10,d_1017,2013_45,Sunday,7,11,2013,,,,,0,0,0
2013-11-11,d_1018,2013_46,Monday,1,11,2013,,,,,0,0,0
2013-11-12,d_1019,2013_46,Tuesday,2,11,2013,,,,,0,0,0
2013-11-13,d_1020,2013_46,Wednesday,3,11,2013,,,,,0,0,0
2013-11-14,d_1021,2013_46,Thursday,4,11,2013,,,,,0,0,0
2013-11-15,d_1022,2013_46,Friday,5,11,2013,,,,,0,0,0
2013-11-16,d_1023,2013_46,Saturday,6,11,2013,,,,,0,0,0
2013-11-17,d_1024,2013_46,Sunday,7,11,2013,,,,,0,0,0
2013-11-18,d_1025,2013_47,Monday,1,11,2013,,,,,0,0,0
2013-11-19,d_1026,2013_47,Tuesday,2,11,2013,,,,,0,0,0
2013-11-20,d_1027,2013_47,Wednesday,3,11,2013,,,,,0,0,0
2013-11-21,d_1028,2013_47,Thursday,4,11,2013,,,,,0,0,0
2013-11-22,d_1029,2013_47,Friday,5,11,2013,,,,,0,0,0
2013-11-23,d_1030,2013_47,Saturday,6,11,2013,,,,,0,0,0
2013-11-24,d_1031,2013_47,Sunday,7,11,2013,,,,,0,0,0
2013-11-25,d_1032,2013_48,Monday,1,11,2013,,,,,0,0,0
2013-11-26,d_1033,2013_48,Tuesday,2,11,2013,,,,,0,0,0
2013-11-27,d_1034,2013_48,Wednesday,3,11,2013,,,,,0,0,0
2013-11-28,d_1035,2013_48,Thursday,4,11,2013,,,,,0,0,0
2013-11-29,d_1036,2013_48,Friday,5,11,2013,,,,,0,0,0
2013-11-30,d_1037,2013_48,Saturday,6,11,2013,,,,,0,0,0
2013-12-01,d_1038,2013_48,Sunday,7,12,2013,,,,,0,0,0
2013-12-02,d_1039,2013_49,Monday,1,12,2013,,,,,0,0,0
2013-12-03,d_1040,2013_49,Tuesday,2,12,2013,,,,,0,0,0
2013-12-04,d_1041,2013_49,Wednesday,3,12,2013,,,,,0,0,0
2013-12-05,d_1042,2013_49,Thursday,4,12,2013,,,,,0,0,0
2013-12-06,d_1043,2013_49,Friday,5,12,2013,,,,,0,0,0
2013-12-07,d_1044,2013_49,Saturday,6,12,2013,,,,,0,0,0
2013-12-08,d_1045,2013_49,Sunday,7,12,2013,,,,,0,0,0
2013-12-09,d_1046,2013_50,Monday,1,12,2013,,,,,0,0,0
2013-12-10,d_1047,2013_50,Tuesday,2,12,2013,,,,,0,0,0
2013-12-11,d_1048,2013_50,Wednesday,3,12,2013,,,,,0,0,0
2013-12-12,d_1049,2013_50,Thursday,4,12,2013,,,,,0,0,0
2013-12-13,d_1050,2013_50,Friday,5,12,2013,,,,,0,0,0
2013-12-14,d_1051,2013_50,Saturday,6,12,2013,,,,,0,0,0
2013-12-15,d_1052,2013_50,Sunday,7,12,2013,,,,,0,0,0
2013-12-16,d_1053,2013_51,Monday,1,12,2013,,,,,0,0,0
2013-12-17,d_1054,2013_51,Tuesday,2,12,2013,,,,,0,0,0
2013-12-18,d_1055,2013_51,Wednesday,3,12,2013,,,,,0,0,0
2013-12-19,d_1056,2013_51,Thursday,4,12,2013,,,,,0,0,0
2013-12-20,d_1057,2013_51,Friday,5,12,2013,,,,,0,0,0
2013-12-21,d_1058,2013_51,Saturday,6,12,2013,,,,,0,0,0
2013-12-22,d_1059,2013_51,Sunday,7,12,2013,,,,,0,0,0
2013-12-23,d_1060,2013_52,Monday,1,12,2013,,,,,0,0,0
2013-12-24,d_1061,2013_52,Tuesday,2,12,2013,,,,,0,0,0
2013-12-25,d_1062,2013_52,Wednesday,3,12,2013,,,,,0,0,0
2013-12-26,d_1063,2013_52,Thursday,4,12,2013,,,,,0,0,0
2013-12-27,d_1064,2013_52,Friday,5,12,2013,,,,,0,0,0
2013-12-28,d_1065,2013_52,Saturday,6,12,2013,,,,,0,0,0
2013-12-29,d_1066,2013_52,Sunday,7,12,2013,,,,,0,0,0
2013-12-30,d_1067,2013_01,Monday,1,12,2013,,,,,0,0,0
2013-12-31,d_1068,2013_01,Tuesday,2,12,2013,,,,,0,0,0
2014-01-01,d_1069,2014_01,Wednesday,3,1,2014,,,,,0,0,0
2014-01-02,d_1070,2014_01,Thursday,4,1,2014,,,,,0,0,0
2014-01-03,d_1071,2014_01,Friday,5,1,2014,,,,,0,0,0
2014-01-04,d_1072,2014_01,Saturday,6,1,2014,,,,,0,0,0
2014-01-05,d_1073,2014_01,Sunday,7,1,2014,,,,,0,0,0
2014-01-06,d_1074,2014_02,Monday,1,1,2014,,,,,0,0,0
2014-01-07,d_1075,2014_02,Tuesday,2,1,2014,,,,,0,0,0
2014-01-08,d_1076,2014_02,Wednesday,3,1,2014,,,,,0,0,0
2014-01-09,d_1077,2014_02,Thursday,4,1,2014,,,,,0,0,0
2014-01-10,d_1078,2014_02,Friday,5,1,2014,,,,,0,0,0
2014-01-11,d_1079,2014_02,Saturday,6,1,2014,,,,,0,0,0
2014-01-12,d_1080,2014_02,Sunday,7,1,2014,,,,,0,0,0
2014-01-13,d_1081,2014_03,Monday,1,1,2014,,,,,0,0,0
2014-01-14,d_1082,2014_03,Tuesday,2,1,2014,,,,,0,0,0
2014-01-15,d_1083,2014_03,Wednesday,3,1,2014,,,,,0,0,0
2014-01-16,d_1084,2014_03,Thursday,4,1,2014,,,,,0,0,0
2014-01-17,d_1085,2014_03,Friday,5,1,2014,,,,,0,0,0
2014-01-18,d_1086,2014_03,Saturday,6,1,2014,,,,,0,0,0
2014-01-19,d_1087,2014_03,Sunday,7,1,2014,,,,,0,0,0
2014-01-20,d_1088,2014_04,Monday,1,1,2014,,,,,0,0,0
2014-01-21,d_1089,2014_04,Tuesday,2,1,2014,,,,,0,0,0
2014-01-22,d_1090,2014_04,Wednesday,3,1,2014,,,,,0,0,0
2014-01-23,d_1091,2014_04,Thursday,4,1,2014,,,,,0,0,0
2014-01-24,d_1092,2014_04,Friday,5,1,2014,,,,,0,0,0
2014-01-25,d_1093,2014_04,Saturday,6,1,2014,,,,,0,0,0
2014-01-26,d_1094,2014_04,Sunday,7,1,2014,,,,,0,0,0
